alias,interval,component,cpu_use_mean,cpu_use_min,cpu_use_max,cpu_use_std,mem_use_mean,mem_use_min,mem_use_max,mem_use_std,io_use_mean,io_use_min,io_use_max,io_use_std,net_use_mean,net_use_min,net_use_max,net_use_std,total_datapoints,br_datapoints
deren20,0.5,pmdaproc,1.0209001709401708,1.0127179487179487,1.0255897435897434,0.006403246948287219,47.09799999999996,47.09799999999996,47.09799999999997,0.006403246948287219,0.045994140624999964,0.045994140624999964,0.04599414062499997,3.800588715305073e-18,-1,-1,-1,-1,-1,1694
deren20,0.5,pmdalinux,0.05131435897435897,0.0513025641025641,0.05133333333333333,1.2509036838615264e-05,5.1330000000000044,5.132999999999996,5.133000000000015,1.2509036838615264e-05,0.005012695312500004,0.005012695312499996,0.005012695312500015,7.620946456013688e-18,-1,-1,-1,-1,-1,21
deren20,0.5,pmdaperfevent,0.2437363247863248,0.23062179487179485,0.25653846153846155,0.012032435064087433,6.941000000000004,6.940999999999991,6.941000000000015,0.012032435064087433,0.006778320312500004,0.006778320312499991,0.006778320312500015,9.281175896849344e-18,-1,-1,-1,-1,-1,40
deren20,0.5,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,108.36151017094016,107.71557435897437,109.26546153846152,0.5929433114117351,-1,-1
deren20,0.5,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1755, -1
deren20,0.25,pmie,0.0,0.0,0.0,0.0,5.113000000000027,5.113,5.113000000000042,0.0,0.0049931640625000264,0.0049931640625,0.004993164062500041,1.6555025185209414e-17,-1,-1,-1,-1,-1,-1
deren20,0.25,pmcd,0.1339639316239316,0.12307179487179487,0.15369230769230768,0.012069305313974186,5.438000000000016,5.43799999999999,5.438000000000048,0.012069305313974186,0.005310546875000015,0.00531054687499999,0.005310546875000047,2.49357071648461e-17,-1,-1,-1,-1,-1,-1
deren20,0.25,pmdaproc,1.8420641025641027,1.8283846153846153,1.845974358974359,0.007654259534428088,47.098000000000006,47.09799999999996,47.098000000000184,0.007654259534428088,0.045994140625000006,0.045994140624999964,0.04599414062500018,9.5469699181534e-17,-1,-1,-1,-1,-1,1694
deren20,0.25,pmdalinux,0.12246435897435898,0.10256410256410256,0.1538589743589744,0.019784726924091764,5.133000000000015,5.132999999999996,5.133000000000027,0.019784726924091764,0.005012695312500015,0.005012695312499996,0.005012695312500026,1.2303091341881695e-17,-1,-1,-1,-1,-1,21
deren20,0.25,pmdaperfevent,0.47596282051282046,0.4611923076923077,0.49193589743589733,0.01428262986214692,6.940999999999998,6.940999999999966,6.941000000000018,0.01428262986214692,0.006778320312499998,0.006778320312499967,0.006778320312500017,1.997193398436479e-17,-1,-1,-1,-1,-1,40
deren20,0.25,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,212.3591673504273,211.3991752136751,213.71848205128202,1.1468616509090943,-1,-1
deren20,0.25,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1755, -1
deren20,0.125,pmie,0.0020341836734693876,0.0,0.010170918367346939,0.004548572972597786,5.112999999999994,5.112999999999937,5.113000000000039,0.004548572972597786,0.004993164062499994,0.004993164062499939,0.004993164062500038,4.07170678779861e-17,-1,-1,-1,-1,-1,-1
deren20,0.125,pmcd,0.2209653969224907,0.20359235668789807,0.2291116427432217,0.010361081688129185,5.438000000000045,5.43799999999999,5.438000000000074,0.010361081688129185,0.005310546875000044,0.00531054687499999,0.005310546875000073,3.3308271829395195e-17,-1,-1,-1,-1,-1,-1
deren20,0.125,pmdaproc,3.589619827577359,3.57163903061224,3.615891719745224,0.01631930663373193,47.09800000000034,47.09799999999996,47.09800000000078,0.01631930663373193,0.04599414062500033,0.045994140624999964,0.04599414062500076,3.559862221219806e-16,-1,-1,-1,-1,-1,1694
deren20,0.125,pmdalinux,0.2237363871539839,0.2035796178343949,0.25501910828025476,0.019722813726627642,5.132999999999979,5.13299999999992,5.133000000000024,0.019722813726627642,0.005012695312499979,0.005012695312499922,0.005012695312500023,4.271877636292218e-17,-1,-1,-1,-1,-1,21
deren20,0.125,pmdaperfevent,0.9698234166694136,0.9660021231422504,0.9805470494417863,0.006033458617373295,6.940999999999949,6.940999999999885,6.9410000000000105,0.006033458617373295,0.00677832031249995,0.006778320312499888,0.00677832031250001,5.585230423570861e-17,-1,-1,-1,-1,-1,40
deren20,0.125,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,427.0246207385578,426.18713647959135,428.75752866242027,1.0526603583665985,-1,-1
deren20,0.125,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1755, -1
deren20,0.0625,pmie,0.0,0.0,0.0,0.0,5.1130000000000315,5.112999999999966,5.113000000000105,0.0,0.004993164062500031,0.004993164062499967,0.004993164062500103,5.488762120765869e-17,-1,-1,-1,-1,-1,-1
deren20,0.0625,pmcd,0.42659764795756283,0.4147900128040973,0.4598338658146965,0.018853457544840743,5.438000000000071,5.438000000000034,5.438000000000088,0.018853457544840743,0.005310546875000069,0.0053105468750000336,0.005310546875000086,2.1053855080789236e-17,-1,-1,-1,-1,-1,-1
deren20,0.0625,pmdaproc,6.957127937035039,6.932277955271564,6.981006403415151,0.01810477149611984,47.09799999999998,47.09799999999935,47.09800000000077,0.01810477149611984,0.04599414062499998,0.04599414062499937,0.045994140625000755,5.265427286975527e-16,-1,-1,-1,-1,-1,1694
deren20,0.0625,pmdalinux,0.41188125026153405,0.4022555910543132,0.41551360000000004,0.005472743300729778,5.132999999999924,5.132999999999866,5.133000000000024,0.005472743300729778,0.005012695312499925,0.005012695312499869,0.005012695312500023,6.239460574958793e-17,-1,-1,-1,-1,-1,21
deren20,0.0625,pmdaperfevent,1.94262927270394,1.9190012804097314,1.989759871931697,0.027878945940524442,6.940999999999953,6.940999999999872,6.941000000000069,0.027878945940524442,0.006778320312499954,0.006778320312499875,0.0067783203125000675,8.065857919941173e-17,-1,-1,-1,-1,-1,40
deren20,0.0625,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,864.5635680630498,862.2493386581468,867.1869626467466,2.001356410822421,-1,-1
deren20,0.0625,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1755, -1
deren20,0.03125,pmie,0.0,0.0,0.0,0.0,5.113000000000004,5.112999999999914,5.11300000000007,0.0,0.004993164062500004,0.004993164062499916,0.004993164062500068,6.31133073222376e-17,-1,-1,-1,-1,-1,-1
deren20,0.03125,pmcd,0.6260114935618014,0.6030023028209557,0.6828223234624146,0.032601669224097456,5.43800000000008,5.438000000000053,5.438000000000092,0.032601669224097456,0.005310546875000078,0.005310546875000052,0.00531054687500009,1.5401472528337382e-17,-1,-1,-1,-1,-1,-1
deren20,0.03125,pmdaproc,9.925357933852128,9.889530800230277,9.968391799544412,0.031652347998886166,47.0979999999997,47.09799999999901,47.09800000000035,0.031652347998886166,0.04599414062499971,0.045994140624999034,0.04599414062500034,6.010740495916144e-16,-1,-1,-1,-1,-1,1694
deren20,0.03125,pmdalinux,0.5614096848141168,0.5501547344110855,0.5748997722095672,0.008871358854478217,5.1329999999999005,5.132999999999851,5.133000000000006,0.008871358854478217,0.005012695312499903,0.005012695312499854,0.005012695312500006,6.159367714213078e-17,-1,-1,-1,-1,-1,21
deren20,0.03125,pmdaperfevent,2.756800622162923,2.7419648819804254,2.766753986332574,0.009621916313700763,6.94100000000003,6.940999999999878,6.94100000000025,0.009621916313700763,0.006778320312500029,0.006778320312499881,0.0067783203125002444,1.5190151459050594e-16,-1,-1,-1,-1,-1,40
deren20,0.03125,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1243.8859554225423,1237.3851605080808,1250.4522574031885,5.3608130736821735,-1,-1
deren20,0.03125,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1755, -1
deren30,1,pmie,0.0,0.0,0.0,0.0,5.113,5.113,5.113,0.0,0.0049931640625,0.0049931640625,0.0049931640625,0.0,-1,-1,-1,-1,-1,-1
deren30,1,pmcd,0.037567894736842106,0.021063157894736843,0.052684210526315785,0.014671366104746392,5.437999999999995,5.437999999999992,5.4380000000000015,0.014671366104746392,0.005310546874999995,0.005310546874999992,0.0053105468750000015,3.8497574956310434e-18,-1,-1,-1,-1,-1,-1
deren30,1,pmdaproc,0.5499907017543859,0.5365894736842105,0.5783684210526315,0.016929249076665626,47.09799999999997,47.09799999999996,47.097999999999985,0.016929249076665626,0.04599414062499997,0.045994140624999964,0.045994140624999985,7.601177430610146e-18,-1,-1,-1,-1,-1,1732
deren30,1,pmdalinux,0.0779019298245614,0.05255789473684211,0.10489473684210526,0.02009110063474117,5.132999999999998,5.132999999999993,5.133000000000003,0.02009110063474117,0.005012695312499998,0.005012695312499993,0.005012695312500003,3.750775438578153e-18,-1,-1,-1,-1,-1,26
deren30,1,pmdaperfevent,0.1068201754385965,0.07892105263157895,0.12631578947368421,0.018012394846695586,6.940999999999996,6.940999999999991,6.941000000000001,0.018012394846695586,0.006778320312499996,0.006778320312499991,0.006778320312500001,4.790161764288452e-18,-1,-1,-1,-1,-1,80
deren30,1,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58.5802449122807,58.007684210526314,59.1963947368421,0.4394626757499956,-1,-1
deren30,1,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1838, -1
deren30,0.5,pmie,0.0,0.0,0.0,0.0,5.113000000000012,5.113,5.113000000000028,0.0,0.004993164062500012,0.0049931640625,0.004993164062500027,1.2040405611864206e-17,-1,-1,-1,-1,-1,-1
deren30,0.5,pmcd,0.05125709401709402,0.05125128205128205,0.051264957264957264,4.9247385609874e-06,5.4379999999999935,5.43799999999999,5.437999999999996,4.9247385609874e-06,0.005310546874999994,0.00531054687499999,0.005310546874999996,2.8504415364788053e-18,-1,-1,-1,-1,-1,-1
deren30,0.5,pmdaproc,1.0616540170940172,1.045825641025641,1.0761923076923081,0.01408977995272042,47.09799999999996,47.09799999999996,47.09799999999997,0.01408977995272042,0.045994140624999964,0.045994140624999964,0.04599414062499997,3.800588715305073e-18,-1,-1,-1,-1,-1,1732
deren30,0.5,pmdalinux,0.07106982905982906,0.05120512820512821,0.08203076923076923,0.01214179591385614,5.1330000000000044,5.132999999999996,5.133000000000015,0.01214179591385614,0.005012695312500004,0.005012695312499996,0.005012695312500015,7.620946456013688e-18,-1,-1,-1,-1,-1,26
deren30,0.5,pmdaperfevent,0.2695550427350427,0.2562820512820513,0.28200000000000003,0.0094207127991591,6.941000000000004,6.940999999999991,6.941000000000015,0.0094207127991591,0.006778320312500004,0.006778320312499991,0.006778320312500015,9.281175896849344e-18,-1,-1,-1,-1,-1,80
deren30,0.5,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116.2711047863248,115.1379128205128,117.57007692307695,0.9708048957877611,-1,-1
deren30,0.5,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1838, -1
deren30,0.25,pmie,0.0,0.0,0.0,0.0,5.113000000000027,5.113,5.113000000000042,0.0,0.0049931640625000264,0.0049931640625,0.004993164062500041,1.6555025185209414e-17,-1,-1,-1,-1,-1,-1
deren30,0.25,pmcd,0.11858301243196806,0.1043896103896104,0.1292967741935484,0.00935820069337942,5.438000000000016,5.43799999999999,5.438000000000048,0.00935820069337942,0.005310546875000015,0.00531054687499999,0.005310546875000047,2.4796535666768363e-17,-1,-1,-1,-1,-1,-1
deren30,0.25,pmdaproc,1.9440490553365557,1.9217792207792208,1.9563004291845498,0.015117922628983784,47.098000000000006,47.09799999999996,47.09800000000018,0.015117922628983784,0.045994140625000006,0.045994140624999964,0.04599414062500017,9.236812033183015e-17,-1,-1,-1,-1,-1,1732
deren30,0.25,pmdalinux,0.18309135336802065,0.1717296137339056,0.20805194805194804,0.014446730444298327,5.133000000000015,5.132999999999996,5.133000000000027,0.014446730444298327,0.005012695312500015,0.005012695312499996,0.005012695312500026,1.2397509320775514e-17,-1,-1,-1,-1,-1,26
deren30,0.25,pmdaperfevent,0.5072833120504656,0.48337789203084836,0.519896103896104,0.01504285292221835,6.940999999999998,6.940999999999966,6.941000000000018,0.01504285292221835,0.006778320312499998,0.006778320312499967,0.006778320312500017,2.0140729741907604e-17,-1,-1,-1,-1,-1,80
deren30,0.25,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225.08882817782185,224.6934838709678,225.43654935622337,0.30508846369340564,-1,-1
deren30,0.25,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1838, -1
deren30,0.125,pmie,0.0,0.0,0.0,0.0,5.112999999999994,5.112999999999937,5.113000000000039,0.0,0.004993164062499994,0.004993164062499939,0.004993164062500038,4.079828428701824e-17,-1,-1,-1,-1,-1,-1
deren30,0.125,pmcd,0.20401349951150813,0.20354777070063695,0.20447186700767261,0.0004010868900344673,5.438000000000045,5.43799999999999,5.438000000000074,0.0004010868900344673,0.005310546875000044,0.00531054687499999,0.005310546875000073,3.3308271829395195e-17,-1,-1,-1,-1,-1,-1
deren30,0.125,pmdaproc,3.7532118810689106,3.7424765957446815,3.7682038216560523,0.013656206141422206,47.09800000000034,47.09799999999996,47.09800000000077,0.013656206141422206,0.04599414062500033,0.045994140624999964,0.045994140625000755,3.5490254769855515e-16,-1,-1,-1,-1,-1,1732
deren30,0.125,pmdalinux,0.34217698334719754,0.3270613810741688,0.3566114649681528,0.01354916683047062,5.132999999999979,5.13299999999992,5.133000000000024,0.01354916683047062,0.005012695312499979,0.005012695312499922,0.005012695312500023,4.2630630890242473e-17,-1,-1,-1,-1,-1,26
deren30,0.125,pmdaperfevent,0.9908711916791536,0.9708478260869571,1.0194331210191083,0.018049301471958306,6.940999999999949,6.940999999999885,6.9410000000000105,0.018049301471958306,0.00677832031249995,0.006778320312499888,0.00677832031250001,5.581322830125401e-17,-1,-1,-1,-1,-1,80
deren30,0.125,network,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,448.129364248289,447.65659361702126,448.55263694267506,0.3183055498497712,-1,-1
deren30,0.125,datapoints,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1838, -1
deren30,0.0625,pmie,0.0,0.0,0.0,0.0,5.1130000000000315,5.112999999999965,5.113000000000106,0.0,0.004993164062500031,0.004993164062499966,0.004993164062500104,5.553960424629066e-17,-1,-1,-1,-1,-1,-1
deren30,0.0625,pmcd,0.4219441121573683,0.40140415335463253,0.4403474088291746,0.018309890398466675,5.438000000000071,5.438000000000034,5.438000000000088,0.018309890398466675,0.005310546875000069,0.0053105468750000336,0.005310546875000086,2.1053855080789236e-17,-1,-1,-1,-1,-1,-1
deren30,0.0625,pmdaproc,7.39042859058678,7.37212992545261,7.429412140575075,0.024242775120005642,47.09799999999998,47.09799999999935,47.09800000000077,0.024242775120005642,0.04599414062499998,0.04599414062499937,0.045994140625000755,5.265427286975527e-16,-1,-1,-1,-1,-1,1732
deren30,0.0625,pmdalinux,0.6572475620396535,0.5935463258785941,0.6877252396166135,0.03727452887003124,5.132999999999924,5.132999999999866,5.133000000000024,0.03727452887003124,0.005012695312499925,0.005012695312499869,0.005012695312500023,6.239460574958793e-17,-1,-1,-1,-1,-1,26
