machine,kernel,metric,no_metric,frequency,error
deren_run,stream,fp_arith_scalar_double_err,20,32,-0.007558888491393619,1
deren_run,stream,unhalted_reference_cycles_err,20,32,0.09046975217487775,1
deren_run,stream,instruction_retired_err,20,32,0.055720941306493556,1
deren_run,stream,uops_retired_any_err,20,32,-0.007427419074040208,1
deren_run,stream,l1_bw,20,32,-0.008900007690423381,1
deren_run,stream,ai,20,32,0.08344858615478977,1
deren_run,stream,ai_err,20,32,-0.917321122578748,1
deren_run,peakflops,fp_arith_scalar_double_err,20,1,-0.020096675480675622,1
deren_run,peakflops,unhalted_reference_cycles_err,20,1,-0.04576799435944923,1
deren_run,peakflops,instruction_retired_err,20,1,-0.019480679183926857,1
deren_run,peakflops,uops_retired_any_err,20,1,-0.019915232796779172,1
deren_run,peakflops,l1_bw,20,1,-0.014401174038230383,1
deren_run,peakflops,ai,20,1,1.988442158348523,1
deren_run,peakflops,ai_err,20,1,0.9890496438979834,1
deren_run,peakflops,fp_arith_scalar_double_err,20,2,-0.0049617315285317605,1
deren_run,peakflops,unhalted_reference_cycles_err,20,2,-0.030944938807757064,1
deren_run,peakflops,instruction_retired_err,20,2,-0.004243936591578021,1
deren_run,peakflops,uops_retired_any_err,20,2,-0.004611781070554065,1
deren_run,peakflops,l1_bw,20,2,0.0009856580277789325,1
deren_run,peakflops,ai,20,2,1.988117459532911,1
deren_run,peakflops,ai_err,20,2,0.9832372770247284,1
deren_run,peakflops,fp_arith_scalar_double_err,20,4,-0.000574601646634168,1
deren_run,peakflops,unhalted_reference_cycles_err,20,4,-0.026161410613139556,1
deren_run,peakflops,instruction_retired_err,20,4,0.000213653516828564,1
deren_run,peakflops,uops_retired_any_err,20,4,0.0013044544470965324,1
deren_run,peakflops,l1_bw,20,4,0.00698719058493583,1
deren_run,peakflops,ai,20,4,1.9849838032150127,1
deren_run,peakflops,ai_err,20,4,0.9821473949517745,1
deren_run,peakflops,fp_arith_scalar_double_err,20,8,-9.1410157953389e-05,1
deren_run,peakflops,unhalted_reference_cycles_err,20,8,-0.024845444195837334,1
deren_run,peakflops,instruction_retired_err,20,8,0.001162232714079649,1
deren_run,peakflops,uops_retired_any_err,20,8,-0.002066809039498361,1
deren_run,peakflops,l1_bw,20,8,0.004121121334696596,1
deren_run,peakflops,ai,20,8,1.9916380872987125,1
deren_run,peakflops,ai_err,20,8,0.9843761801587414,1
deren_run,peakflops,fp_arith_scalar_double_err,20,16,-0.005703152304165793,1
deren_run,peakflops,unhalted_reference_cycles_err,20,16,0.05510227730466945,1
deren_run,peakflops,instruction_retired_err,20,16,0.03688544474094575,1
deren_run,peakflops,uops_retired_any_err,20,16,0.0009083829354209285,1
deren_run,peakflops,l1_bw,20,16,0.008875835081805474,1
deren_run,peakflops,ai,20,16,1.971202156627489,1
deren_run,peakflops,ai_err,20,16,0.9908761242944386,1
deren_run,peakflops,fp_arith_scalar_double_err,20,32,-0.008529809856162843,1
deren_run,peakflops,unhalted_reference_cycles_err,20,32,0.09161217098055878,1
deren_run,peakflops,instruction_retired_err,20,32,0.05743075171632676,1
deren_run,peakflops,uops_retired_any_err,20,32,-0.006281305501941371,1
deren_run,peakflops,l1_bw,20,32,-0.005130968807969068,1
deren_run,peakflops,ai,20,32,1.993242817085612,1
deren_run,peakflops,ai_err,20,32,0.9978987968361033,1
deren_run,ddot,fp_arith_scalar_double_err,20,1,-0.011917169713131347,1
deren_run,ddot,unhalted_reference_cycles_err,20,1,-0.0382708492342953,1
deren_run,ddot,instruction_retired_err,20,1,-0.010035535869848565,1
deren_run,ddot,uops_retired_any_err,20,1,-0.01010127041625253,1
deren_run,ddot,l1_bw,20,1,-0.010590827005185818,1
deren_run,ddot,ai,20,1,0.12483251461508352,1
deren_run,ddot,ai_err,20,1,-0.8752487652773989,1
deren_run,ddot,fp_arith_scalar_double_err,20,2,-0.005119836219479047,1
deren_run,ddot,unhalted_reference_cycles_err,20,2,-0.031269379537166304,1
deren_run,ddot,instruction_retired_err,20,2,-0.00330705239803919,1
deren_run,ddot,uops_retired_any_err,20,2,-0.0031422630161197346,1
deren_run,ddot,l1_bw,20,2,-0.0034579020137573643,1
deren_run,ddot,ai,20,2,0.12479158616659675,1
deren_run,ddot,ai_err,20,2,-0.8751045776509991,1
deren_run,ddot,fp_arith_scalar_double_err,20,4,-0.000645536276775344,1
deren_run,ddot,unhalted_reference_cycles_err,20,4,-0.0266467328845381,1
deren_run,ddot,instruction_retired_err,20,4,0.0012186772234289676,1
deren_run,ddot,uops_retired_any_err,20,4,0.001709610652115595,1
deren_run,ddot,l1_bw,20,4,0.0013330064022715662,1
deren_run,ddot,ai,20,4,0.1247530638354765,1
deren_run,ddot,ai_err,20,4,-0.8753698911322979,1
deren_run,ddot,fp_arith_scalar_double_err,20,8,0.0003436609611789838,1
deren_run,ddot,unhalted_reference_cycles_err,20,8,-0.025655309806954185,1
deren_run,ddot,instruction_retired_err,20,8,0.0023026177460468526,1
deren_run,ddot,uops_retired_any_err,20,8,0.001971521499222327,1
deren_run,ddot,l1_bw,20,8,0.0018228336359952454,1
deren_run,ddot,ai,20,8,0.12481580183090919,1
deren_run,ddot,ai_err,20,8,-0.8752706005820796,1
deren_run,ddot,fp_arith_scalar_double_err,20,16,-0.005776471179200029,1
deren_run,ddot,unhalted_reference_cycles_err,20,16,0.052462396546123155,1
deren_run,ddot,instruction_retired_err,20,16,0.03789673754561523,1
deren_run,ddot,uops_retired_any_err,20,16,0.002821074240543772,1
deren_run,ddot,l1_bw,20,16,0.0007832030211009285,1
deren_run,ddot,ai,20,16,0.124182938749458,1
deren_run,ddot,ai_err,20,16,-0.8761033630450068,1
deren_run,ddot,fp_arith_scalar_double_err,20,32,-0.007458130854113835,1
deren_run,ddot,unhalted_reference_cycles_err,20,32,0.09383111909838197,1
deren_run,ddot,instruction_retired_err,20,32,0.05613508235350532,1
deren_run,ddot,uops_retired_any_err,20,32,-0.00914644451484886,1
deren_run,ddot,l1_bw,20,32,-0.009614528390589298,1
deren_run,ddot,ai,20,32,0.12527922506014752,1
deren_run,ddot,ai_err,20,32,-0.8758905185065695,1
deren_run,daxpy,fp_arith_scalar_double_err,20,1,-0.02617318397681407,1
deren_run,daxpy,unhalted_reference_cycles_err,20,1,-0.050499701301408,1
deren_run,daxpy,instruction_retired_err,20,1,-0.02483084573418286,1
deren_run,daxpy,uops_retired_any_err,20,1,-0.026261998976379732,1
deren_run,daxpy,l1_bw,20,1,-0.025522050471089602,1
deren_run,daxpy,ai,20,1,0.08327772800507847,1
deren_run,daxpy,ai_err,20,1,-0.9168981896165186,1
deren_run,daxpy,fp_arith_scalar_double_err,20,2,-0.009005437780177372,1
deren_run,daxpy,unhalted_reference_cycles_err,20,2,-0.035237554740896085,1
deren_run,daxpy,instruction_retired_err,20,2,-0.0076043057841090585,1
deren_run,daxpy,uops_retired_any_err,20,2,-0.007600764420910553,1
deren_run,daxpy,l1_bw,20,2,-0.0077669950142642856,1
deren_run,daxpy,ai,20,2,0.08322928690615723,1
deren_run,daxpy,ai_err,20,2,-0.916677187120035,1
deren_run,daxpy,fp_arith_scalar_double_err,20,4,-0.0018850648950555847,1
deren_run,daxpy,unhalted_reference_cycles_err,20,4,-0.027261286937761545,1
deren_run,daxpy,instruction_retired_err,20,4,-0.000439442847012872,1
deren_run,daxpy,uops_retired_any_err,20,4,-0.0005065016259495582,1
deren_run,daxpy,l1_bw,20,4,-0.0008682466656010188,1
deren_run,daxpy,ai,20,4,0.0832486958276887,1
deren_run,daxpy,ai_err,20,4,-0.9165088757522101,1
deren_run,daxpy,fp_arith_scalar_double_err,20,8,-0.0010214345386900245,1
deren_run,daxpy,unhalted_reference_cycles_err,20,8,-0.02623980450486518,1
deren_run,daxpy,instruction_retired_err,20,8,0.000294007559251005,1
deren_run,daxpy,uops_retired_any_err,20,8,-0.0004841948367917817,1
deren_run,daxpy,l1_bw,20,8,-0.0007932823854985274,1
deren_run,daxpy,ai,20,8,0.08331445830627823,1
deren_run,daxpy,ai_err,20,8,-0.9166522782744787,1
deren_run,daxpy,fp_arith_scalar_double_err,20,16,-0.004730978676492309,1
deren_run,daxpy,unhalted_reference_cycles_err,20,16,0.05424494286426239,1
deren_run,daxpy,instruction_retired_err,20,16,0.038983412513509216,1
deren_run,daxpy,uops_retired_any_err,20,16,0.0017323165602814862,1
deren_run,daxpy,l1_bw,20,16,0.0026249090259813784,1
deren_run,daxpy,ai,20,16,0.08272648291625483,1
deren_run,daxpy,ai_err,20,16,-0.9175586978789914,1
deren_run,daxpy,fp_arith_scalar_double_err,20,32,-0.007599407545986038,1
deren_run,daxpy,unhalted_reference_cycles_err,20,32,0.09168286515356146,1
deren_run,daxpy,instruction_retired_err,20,32,0.0594733206385144,1
deren_run,daxpy,uops_retired_any_err,20,32,-0.018180075327120977,1
deren_run,daxpy,l1_bw,20,32,-0.01638203314290744,1
deren_run,daxpy,ai,20,32,0.08407847279860027,1
deren_run,daxpy,ai_err,20,32,-0.9155813787493705,1
deren_run,triad,fp_arith_scalar_double_err,24,1,-0.0176778529703577,1
deren_run,triad,unhalted_reference_cycles_err,24,1,-0.04404490834523111,1
deren_run,triad,instruction_retired_err,24,1,-0.015014962711786204,1
deren_run,triad,uops_retired_any_err,24,1,-0.015106539395895652,1
deren_run,triad,l1_bw,24,1,-0.015482681178325443,1
deren_run,triad,ai,24,1,0.062360687502849496,1
deren_run,triad,ai_err,24,1,-0.9376782877513318,1
deren_run,triad,fp_arith_scalar_double_err,24,2,-0.006128856327444226,1
deren_run,triad,unhalted_reference_cycles_err,24,2,-0.03254327406921662,1
deren_run,triad,instruction_retired_err,24,2,-0.0033876697568266047,1
deren_run,triad,uops_retired_any_err,24,2,-0.003755723462999903,1
deren_run,triad,l1_bw,24,2,-0.004215460831065922,1
deren_run,triad,ai,24,2,0.062379937172833556,1
deren_run,triad,ai_err,24,2,-0.937574466787638,1
deren_run,triad,fp_arith_scalar_double_err,24,4,-0.0004898164238033198,1
deren_run,triad,unhalted_reference_cycles_err,24,4,-0.02748937011501126,1
deren_run,triad,instruction_retired_err,24,4,0.002313111640897471,1
deren_run,triad,uops_retired_any_err,24,4,0.002288326259558546,1
deren_run,triad,l1_bw,24,4,0.0030503512769664014,1
deren_run,triad,ai,24,4,0.06227942217822941,1
deren_run,triad,ai_err,24,4,-0.9377508062562956,1
deren_run,triad,fp_arith_scalar_double_err,24,8,-0.0003089237062692813,1
deren_run,triad,unhalted_reference_cycles_err,24,8,-0.02571029775274487,1
deren_run,triad,instruction_retired_err,24,8,0.0023780049408429,1
deren_run,triad,uops_retired_any_err,24,8,0.0022411113575997203,1
deren_run,triad,l1_bw,24,8,0.0017865898343855148,1
deren_run,triad,ai,24,8,0.06236927914207742,1
deren_run,triad,ai_err,24,8,-0.9376910652052881,1
deren_run,triad,fp_arith_scalar_double_err,24,16,-0.005617068034890274,1
deren_run,triad,unhalted_reference_cycles_err,24,16,0.05640192331004783,1
deren_run,triad,instruction_retired_err,24,16,0.04167627506113281,1
deren_run,triad,uops_retired_any_err,24,16,0.002749180844935076,1
deren_run,triad,l1_bw,24,16,0.0027564296256398775,1
deren_run,triad,ai,24,16,0.06197852536613705,1
deren_run,triad,ai_err,24,16,-0.9380666602415022,1
deren_run,triad,fp_arith_scalar_double_err,24,32,-0.007049607798151505,1
deren_run,triad,unhalted_reference_cycles_err,24,32,0.09483629237984166,1
deren_run,triad,instruction_retired_err,24,32,0.06224293391691807,1
deren_run,triad,uops_retired_any_err,24,32,-0.0070439188515792825,1
deren_run,triad,l1_bw,24,32,-0.008084429426114438,1
deren_run,triad,ai,24,32,0.0625693023406291,1
deren_run,triad,ai_err,24,32,-0.936739457412138,1
deren_run,sum,fp_arith_scalar_double_err,24,1,-0.021187458838900754,1
deren_run,sum,unhalted_reference_cycles_err,24,1,-0.047083688140395485,1
deren_run,sum,instruction_retired_err,24,1,-0.018434156669945835,1
deren_run,sum,uops_retired_any_err,24,1,-0.018949355016607525,1
deren_run,sum,l1_bw,24,1,-0.019395651622853744,1
deren_run,sum,ai,24,1,0.12477161737256447,1
deren_run,sum,ai_err,24,1,-0.8752575632161245,1
deren_run,sum,fp_arith_scalar_double_err,24,2,-0.007344693618951595,1
deren_run,sum,unhalted_reference_cycles_err,24,2,-0.03369315875300226,1
deren_run,sum,instruction_retired_err,24,2,-0.004559723169903801,1
deren_run,sum,uops_retired_any_err,24,2,-0.004859579520716712,1
deren_run,sum,l1_bw,24,2,-0.005370648761884016,1
deren_run,sum,ai,24,2,0.12475201515852045,1
deren_run,sum,ai_err,24,2,-0.8750221264610005,1
deren_run,sum,fp_arith_scalar_double_err,24,4,-0.0006541057065506603,1
deren_run,sum,unhalted_reference_cycles_err,24,4,-0.027117601971293814,1
deren_run,sum,instruction_retired_err,24,4,0.0023111476651389608,1
deren_run,sum,uops_retired_any_err,24,4,0.002333378436781375,1
deren_run,sum,l1_bw,24,4,0.001910788711586476,1
deren_run,sum,ai,24,4,0.12468007745067475,1
deren_run,sum,ai_err,24,4,-0.8755280902276031,1
deren_run,sum,fp_arith_scalar_double_err,24,8,-0.0011477817461474445,1
deren_run,sum,unhalted_reference_cycles_err,24,8,-0.02601849487122024,1
deren_run,sum,instruction_retired_err,24,8,0.001693523832002606,1
deren_run,sum,uops_retired_any_err,24,8,0.002224321629144446,1
deren_run,sum,l1_bw,24,8,0.0016875583951825258,1
deren_run,sum,ai,24,8,0.1246463154844294,1
deren_run,sum,ai_err,24,8,-0.8752072531682177,1
deren_run,sum,fp_arith_scalar_double_err,24,16,-0.005117809985330829,1
deren_run,sum,unhalted_reference_cycles_err,24,16,0.05473538608348351,1
deren_run,sum,instruction_retired_err,24,16,0.041338426615025195,1
deren_run,sum,uops_retired_any_err,24,16,0.0029917704966362603,1
deren_run,sum,l1_bw,24,16,0.000594790995864241,1
deren_run,sum,ai,24,16,0.1242866058397317,1
deren_run,sum,ai_err,24,16,-0.8759830513019231,1
deren_run,sum,fp_arith_scalar_double_err,24,32,-0.008369521132713864,1
deren_run,sum,unhalted_reference_cycles_err,24,32,0.0978899342497151,1
deren_run,sum,instruction_retired_err,24,32,0.06090013151648824,1
deren_run,sum,uops_retired_any_err,24,32,-0.012233066999436486,1
deren_run,sum,l1_bw,24,32,-0.012055513984427406,1
deren_run,sum,ai,24,32,0.12548271792595267,1
deren_run,sum,ai_err,24,32,-0.8735778463537041,1
deren_run,stream,fp_arith_scalar_double_err,24,1,-0.017763145792166736,1
deren_run,stream,unhalted_reference_cycles_err,24,1,-0.04281596178992553,1
deren_run,stream,instruction_retired_err,24,1,-0.015830940334446812,1
deren_run,stream,uops_retired_any_err,24,1,-0.01573545847739146,1
deren_run,stream,l1_bw,24,1,-0.015964710324149187,1
deren_run,stream,ai,24,1,0.08318104778033536,1
deren_run,stream,ai_err,24,1,-0.916758883209535,1
deren_run,stream,fp_arith_scalar_double_err,24,2,-0.005638680661876117,1
deren_run,stream,unhalted_reference_cycles_err,24,2,-0.032137835894111864,1
deren_run,stream,instruction_retired_err,24,2,-0.003613550800578393,1
deren_run,stream,uops_retired_any_err,24,2,-0.0031779688459734334,1
deren_run,stream,l1_bw,24,2,-0.0034125127814582943,1
deren_run,stream,ai,24,2,0.08314720836671605,1
deren_run,stream,ai_err,24,2,-0.9168744061412331,1
deren_run,stream,fp_arith_scalar_double_err,24,4,-0.0008389965848138191,1
deren_run,stream,unhalted_reference_cycles_err,24,4,-0.026613893578175125,1
deren_run,stream,instruction_retired_err,24,4,0.0012390119367382583,1
deren_run,stream,uops_retired_any_err,24,4,0.0016319939973774196,1
deren_run,stream,l1_bw,24,4,0.0015904530121259822,1
deren_run,stream,ai,24,4,0.08313118636733492,1
deren_run,stream,ai_err,24,4,-0.9168862937743536,1
deren_run,stream,fp_arith_scalar_double_err,24,8,-0.0009758213564562646,1
deren_run,stream,unhalted_reference_cycles_err,24,8,-0.025852666850322264,1
deren_run,stream,instruction_retired_err,24,8,0.0010657774317246623,1
deren_run,stream,uops_retired_any_err,24,8,0.0021042209338665145,1
deren_run,stream,l1_bw,24,8,0.0020536546366285236,1
deren_run,stream,ai,24,8,0.08308142709141371,1
deren_run,stream,ai_err,24,8,-0.9168658668032914,1
deren_run,stream,fp_arith_scalar_double_err,24,16,-0.004902434717907207,1
deren_run,stream,unhalted_reference_cycles_err,24,16,0.05561980808890057,1
deren_run,stream,instruction_retired_err,24,16,0.03877576784319059,1
deren_run,stream,uops_retired_any_err,24,16,0.0006283468038239267,1
deren_run,stream,l1_bw,24,16,0.0030936493646497513,1
deren_run,stream,ai,24,16,0.08267088997178826,1
deren_run,stream,ai_err,24,16,-0.9173380803819894,1
deren_run,stream,fp_arith_scalar_double_err,24,32,-0.007097282989064679,1
deren_run,stream,unhalted_reference_cycles_err,24,32,0.09294963160202914,1
deren_run,stream,instruction_retired_err,24,32,0.06059850740333536,1
deren_run,stream,uops_retired_any_err,24,32,-0.00984234360316772,1
deren_run,stream,l1_bw,24,32,-0.011355216229918941,1
deren_run,stream,ai,24,32,0.08369741072766682,1
deren_run,stream,ai_err,24,32,-0.9170206841929065,1
deren_run,peakflops,fp_arith_scalar_double_err,24,1,-0.02174935510247445,1
deren_run,peakflops,unhalted_reference_cycles_err,24,1,-0.046664293614252186,1
deren_run,peakflops,instruction_retired_err,24,1,-0.021127357011969775,1
deren_run,peakflops,uops_retired_any_err,24,1,-0.02111781976527238,1
deren_run,peakflops,l1_bw,24,1,-0.015542210970328336,1
deren_run,peakflops,ai,24,1,1.9873905639558394,1
deren_run,peakflops,ai_err,24,1,0.9912877192006417,1
deren_run,peakflops,fp_arith_scalar_double_err,24,2,-0.008057507424034615,1
deren_run,peakflops,unhalted_reference_cycles_err,24,2,-0.03348591732469244,1
deren_run,peakflops,instruction_retired_err,24,2,-0.007398024117960946,1
deren_run,peakflops,uops_retired_any_err,24,2,-0.007075065030285378,1
deren_run,peakflops,l1_bw,24,2,-0.001430385925027542,1
deren_run,peakflops,ai,24,2,1.9867270827787629,1
deren_run,peakflops,ai_err,24,2,0.9886981153666787,1
deren_run,peakflops,fp_arith_scalar_double_err,24,4,-0.0020994528596300225,1
deren_run,peakflops,unhalted_reference_cycles_err,24,4,-0.02813751681934763,1
deren_run,peakflops,instruction_retired_err,24,4,-0.001456154095410931,1
deren_run,peakflops,uops_retired_any_err,24,4,-0.0011783820261878058,1
deren_run,peakflops,l1_bw,24,4,0.004454111451131001,1
deren_run,peakflops,ai,24,4,1.9869536533611876,1
deren_run,peakflops,ai_err,24,4,0.9872059795668462,1
deren_run,peakflops,fp_arith_scalar_double_err,24,8,-0.00031630532663935447,1
deren_run,peakflops,unhalted_reference_cycles_err,24,8,-0.024734522038212026,1
deren_run,peakflops,instruction_retired_err,24,8,0.00036106548534743383,1
deren_run,peakflops,uops_retired_any_err,24,8,0.0008476110826602794,1
deren_run,peakflops,l1_bw,24,8,0.006415675247296341,1
deren_run,peakflops,ai,24,8,1.9866410423429595,1
deren_run,peakflops,ai_err,24,8,0.9934962108044574,1
deren_run,peakflops,fp_arith_scalar_double_err,24,16,-0.006965570404662518,1
deren_run,peakflops,unhalted_reference_cycles_err,24,16,0.054646552961879306,1
deren_run,peakflops,instruction_retired_err,24,16,0.03882950807210724,1
deren_run,peakflops,uops_retired_any_err,24,16,0.0017827037575450528,1
deren_run,peakflops,l1_bw,24,16,0.008594317676306208,1
deren_run,peakflops,ai,24,16,1.9692022966271603,1
deren_run,peakflops,ai_err,24,16,0.972671729769661,1
deren_run,peakflops,fp_arith_scalar_double_err,24,32,-0.007888476970979769,1
deren_run,peakflops,unhalted_reference_cycles_err,24,32,0.09136358448737972,1
deren_run,peakflops,instruction_retired_err,24,32,0.05272345975806756,1
deren_run,peakflops,uops_retired_any_err,24,32,-0.016155660051976526,1
deren_run,peakflops,l1_bw,24,32,-0.007150869646191946,1
deren_run,peakflops,ai,24,32,1.998579373518814,1
deren_run,peakflops,ai_err,24,32,1.0155451282894012,1
deren_run,ddot,fp_arith_scalar_double_err,24,1,-0.013630755360239841,1
deren_run,ddot,unhalted_reference_cycles_err,24,1,-0.039623029971008424,1
deren_run,ddot,instruction_retired_err,24,1,-0.011879310903117894,1
deren_run,ddot,uops_retired_any_err,24,1,-0.011139288353748066,1
deren_run,ddot,l1_bw,24,1,-0.011510753556064462,1
deren_run,ddot,ai,24,1,0.12473199009409491,1
deren_run,ddot,ai_err,24,1,-0.8752847169445992,1
deren_run,ddot,fp_arith_scalar_double_err,24,2,-0.0034360899055878623,1
deren_run,ddot,unhalted_reference_cycles_err,24,2,-0.030716171636930825,1
deren_run,ddot,instruction_retired_err,24,2,-0.0015535155120310574,1
deren_run,ddot,uops_retired_any_err,24,2,-0.0013583153651187253,1
deren_run,ddot,l1_bw,24,2,-0.0016117210407698753,1
deren_run,ddot,ai,24,2,0.12477171127154948,1
deren_run,ddot,ai_err,24,2,-0.8753811453557101,1
deren_run,ddot,fp_arith_scalar_double_err,24,4,-0.0011377450978608229,1
deren_run,ddot,unhalted_reference_cycles_err,24,4,-0.025324970629881354,1
deren_run,ddot,instruction_retired_err,24,4,0.0016294066003248852,1
deren_run,ddot,uops_retired_any_err,24,4,-0.00023442724393531853,1
deren_run,ddot,l1_bw,24,4,-0.00047859142948476725,1
deren_run,ddot,ai,24,4,0.12491884720618426,1
deren_run,ddot,ai_err,24,4,-0.8752779284271045,1
deren_run,ddot,fp_arith_scalar_double_err,24,8,-0.0005799674379057567,1
deren_run,ddot,unhalted_reference_cycles_err,24,8,-0.025358936343966732,1
deren_run,ddot,instruction_retired_err,24,8,0.0012201240968704654,1
deren_run,ddot,uops_retired_any_err,24,8,0.0008843631490784301,1
deren_run,ddot,l1_bw,24,8,0.0006022217207003587,1
deren_run,ddot,ai,24,8,0.12485253242537617,1
deren_run,ddot,ai_err,24,8,-0.8753784340217459,1
deren_run,ddot,fp_arith_scalar_double_err,24,16,-0.004946075491058459,1
deren_run,ddot,unhalted_reference_cycles_err,24,16,0.054523892146893065,1
deren_run,ddot,instruction_retired_err,24,16,0.039556947041514134,1
deren_run,ddot,uops_retired_any_err,24,16,0.004656784468372611,1
deren_run,ddot,l1_bw,24,16,0.0033586277559829103,1
deren_run,ddot,ai,24,16,0.12396600171194004,1
deren_run,ddot,ai_err,24,16,-0.8756581024194036,1
deren_run,ddot,fp_arith_scalar_double_err,24,32,-0.008616635584003239,1
deren_run,ddot,unhalted_reference_cycles_err,24,32,0.09545273047367908,1
deren_run,ddot,instruction_retired_err,24,32,0.05700282574993389,1
deren_run,ddot,uops_retired_any_err,24,32,-0.011469126488919673,1
deren_run,ddot,l1_bw,24,32,-0.010787848766438164,1
deren_run,ddot,ai,24,32,0.12528071310163105,1
deren_run,ddot,ai_err,24,32,-0.8740119596978007,1
deren_run,daxpy,fp_arith_scalar_double_err,24,1,-0.02310922926774255,1
deren_run,daxpy,unhalted_reference_cycles_err,24,1,-0.048038993514927734,1
deren_run,daxpy,instruction_retired_err,24,1,-0.021712523842554662,1
deren_run,daxpy,uops_retired_any_err,24,1,-0.022207547717162362,1
deren_run,daxpy,l1_bw,24,1,-0.02234440635803998,1
deren_run,daxpy,ai,24,1,0.08326816380527809,1
deren_run,daxpy,ai_err,24,1,-0.9168299403034983,1
deren_run,daxpy,fp_arith_scalar_double_err,24,2,-0.008810887862456002,1
deren_run,daxpy,unhalted_reference_cycles_err,24,2,-0.034815738754033314,1
deren_run,daxpy,instruction_retired_err,24,2,-0.0072839967337497554,1
deren_run,daxpy,uops_retired_any_err,24,2,-0.006997973065889084,1
deren_run,daxpy,l1_bw,24,2,-0.007212172307357734,1
deren_run,daxpy,ai,24,2,0.08319915249923786,1
deren_run,daxpy,ai_err,24,2,-0.9167685114930135,1
deren_run,daxpy,fp_arith_scalar_double_err,24,4,2.6174079530869673e-05,1
deren_run,daxpy,unhalted_reference_cycles_err,24,4,-0.026817929484116883,1
deren_run,daxpy,instruction_retired_err,24,4,0.0015285079117845852,1
deren_run,daxpy,uops_retired_any_err,24,4,0.0017481880283403237,1
deren_run,daxpy,l1_bw,24,4,0.0014071571988555711,1
deren_run,daxpy,ai,24,4,0.08321876373837955,1
deren_run,daxpy,ai_err,24,4,-0.9169334732194682,1
deren_run,daxpy,fp_arith_scalar_double_err,24,8,-0.0002073188583160156,1
deren_run,daxpy,unhalted_reference_cycles_err,24,8,-0.02551926501334445,1
deren_run,daxpy,instruction_retired_err,24,8,0.001217084946606706,1
deren_run,daxpy,uops_retired_any_err,24,8,0.002272083739839827,1
deren_run,daxpy,l1_bw,24,8,0.002072816558520331,1
deren_run,daxpy,ai,24,8,0.08314387195234724,1
deren_run,daxpy,ai_err,24,8,-0.9167525002493938,1
deren_run,daxpy,fp_arith_scalar_double_err,24,16,-0.004633519290108146,1
deren_run,daxpy,unhalted_reference_cycles_err,24,16,0.05987930131922678,1
deren_run,daxpy,instruction_retired_err,24,16,0.043749289668598125,1
deren_run,daxpy,uops_retired_any_err,24,16,0.005773513983454312,1
deren_run,daxpy,l1_bw,24,16,0.005466686063321275,1
deren_run,daxpy,ai,24,16,0.08249797895657858,1
deren_run,daxpy,ai_err,24,16,-0.917407622375454,1
deren_run,daxpy,fp_arith_scalar_double_err,24,32,-0.006982211577277197,1
deren_run,daxpy,unhalted_reference_cycles_err,24,32,0.09217662962823014,1
deren_run,daxpy,instruction_retired_err,24,32,0.059497343251909925,1
deren_run,daxpy,uops_retired_any_err,24,32,-0.015601947277181586,1
deren_run,daxpy,l1_bw,24,32,-0.011494506880249668,1
deren_run,daxpy,ai,24,32,0.08371762559747578,1
deren_run,daxpy,ai_err,24,32,-0.9157319484320107,1
